Name,Type,Province,District,Review_Author,Rating,User_Review,Photo_URL,Place_ID
Udawalawe National Park,Attraction,Southern,Monaragala,Chathura Jayasinghe,5,"Ticket prices are fair and reasonable.

A visit to Udawalawe National Park is one of the best safari experiences you can have in Sri Lanka. The park is open daily from 6.00 AM to 6.00 PM, giving travelers a full day’s opportunity to explore its rich wildlife and breathtaking scenery. Safaris here are well known for offering sightings of elephants, leopards, and many other wild animals in their natural habitats.

On our visit, we were especially fortunate to witness nearly 20 wild elephants, a truly spectacular sight that set the tone for the journey. The highlight of the day was watching a single majestic male elephant walking gracefully by the lakeside—a picture-perfect moment that will remain unforgettable. His calm yet powerful stride captured the essence of the wild in its purest form.

The safari ride itself remained exciting throughout, as there was always something to watch—whether it was herds of elephants, water buffalo, deer, crocodiles basking in the sun, or a variety of colorful birds. Each turn of the jeep revealed a new scene of natural beauty and wildlife interaction, keeping the experience fresh and thrilling.

For both locals and foreigners, Udawalawe is a must-visit destination. It combines adventure with awe, offering a rare chance to see animals in their true environment. With its abundance of elephants and diverse wildlife, it undoubtedly ranks as one of the top safari parks in Sri Lanka. Highly recommended for anyone visiting the island.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2f980z-YXpBUglrEUCVpUEAAu_tacF-xkvzA1ugS8T766QUJbY070yNRaZiyqwbEcnEGhSbfeTtiWjNqI7TMbOOA0B5nTTC2FPB3yxBK3PRMoaDRs_neUKrEK3-9reDfmEbsn7BFpc3WehSMOi1vGcrMLcFIAdkHHILsZdcNy3Ef2j-Hq4W2ebqXMA5GEZDv281J-NOMXqqzqRNeCsPFrUfNVwAUPzKSrIbniFkux5Ph8bJ1fzmRZBqSbHFUkcXT5xholF9hBTijMCZxCHg53Qi6ThVVXANA1jTY3y75UGgIq-j4IAvk732oZE_Z-5XNF-O6_2KgmqB3GoOcAusrG1LNB8aYa_Od6KW8d5KgRWYRamxrW7DyvHR_FI45pIIjy1dXL3Is6EQhfKBfYKqnhjmfTyKNF2CUM1LKRRSg0y58yXG9GdSLpmY6-tyBrUzSglhmlBqwkxEk84fzpsukRIxZ65Q-WsXDueKeSLjge8163-8O8LuZETKHY-83Uh_FhqbKB9MnLSykHdacR9I6qE7drVmbEZyvwDdka21iTUI6RNyz62c0PROJ5RF92asRB0LPP1x2t7Hxw&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJeX6IiP8I5DoR14DZ-5_nEq8
Udawalawe National Park,Attraction,Southern,Monaragala,Ed Surash,5,"I booked a tour from Mirissa to Udawalawe, and our driver picked us up right from the hotel for a comfortable two-hour drive to the park entrance, where we met our guide and transferred to the safari jeep.

The park entrance fee was very reasonable. Udawalawe National Park truly offers one of Sri Lanka’s best safari experiences, known for its close-up encounters with elephants, leopards, and a variety of wildlife in their natural habitats.

We were lucky to spot over 15 wild elephants, including a majestic male strolling gracefully by the lakeside — who even seemed slightly annoyed by our long stares! It was an unforgettable moment.

The safari stayed exciting from start to finish, with sightings of water buffalo, deer, crocodiles, foxes, iguanas, and vibrant tropical birds around every turn.

A visit to Udawalawe is an absolute must for both locals and tourists — the perfect blend of adventure, natural beauty, and abundant wildlife. Highly recommended.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2f980z-YXpBUglrEUCVpUEAAu_tacF-xkvzA1ugS8T766QUJbY070yNRaZiyqwbEcnEGhSbfeTtiWjNqI7TMbOOA0B5nTTC2FPB3yxBK3PRMoaDRs_neUKrEK3-9reDfmEbsn7BFpc3WehSMOi1vGcrMLcFIAdkHHILsZdcNy3Ef2j-Hq4W2ebqXMA5GEZDv281J-NOMXqqzqRNeCsPFrUfNVwAUPzKSrIbniFkux5Ph8bJ1fzmRZBqSbHFUkcXT5xholF9hBTijMCZxCHg53Qi6ThVVXANA1jTY3y75UGgIq-j4IAvk732oZE_Z-5XNF-O6_2KgmqB3GoOcAusrG1LNB8aYa_Od6KW8d5KgRWYRamxrW7DyvHR_FI45pIIjy1dXL3Is6EQhfKBfYKqnhjmfTyKNF2CUM1LKRRSg0y58yXG9GdSLpmY6-tyBrUzSglhmlBqwkxEk84fzpsukRIxZ65Q-WsXDueKeSLjge8163-8O8LuZETKHY-83Uh_FhqbKB9MnLSykHdacR9I6qE7drVmbEZyvwDdka21iTUI6RNyz62c0PROJ5RF92asRB0LPP1x2t7Hxw&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJeX6IiP8I5DoR14DZ-5_nEq8
Udawalawe National Park,Attraction,Southern,Monaragala,Dheshitha shasheen,5,"Udawalawe National Park is one of Sri Lanka’s best wildlife destinations, especially for spotting wild elephants in their natural habitat. The park offers open landscapes with a scenic reservoir, making animal sightings easy and enjoyable. Jeep safaris give close views of elephants, buffalo, deer, crocodiles, and a wide variety of birds. Compared to other parks, Udawalawe is less crowded and provides a more relaxed safari experience. A visit to the nearby Elephant Transit Home adds extra value, where orphaned baby elephants are cared for before release into the wild. Overall, it’s a must-visit for nature lovers and wildlife photographers.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2f980z-YXpBUglrEUCVpUEAAu_tacF-xkvzA1ugS8T766QUJbY070yNRaZiyqwbEcnEGhSbfeTtiWjNqI7TMbOOA0B5nTTC2FPB3yxBK3PRMoaDRs_neUKrEK3-9reDfmEbsn7BFpc3WehSMOi1vGcrMLcFIAdkHHILsZdcNy3Ef2j-Hq4W2ebqXMA5GEZDv281J-NOMXqqzqRNeCsPFrUfNVwAUPzKSrIbniFkux5Ph8bJ1fzmRZBqSbHFUkcXT5xholF9hBTijMCZxCHg53Qi6ThVVXANA1jTY3y75UGgIq-j4IAvk732oZE_Z-5XNF-O6_2KgmqB3GoOcAusrG1LNB8aYa_Od6KW8d5KgRWYRamxrW7DyvHR_FI45pIIjy1dXL3Is6EQhfKBfYKqnhjmfTyKNF2CUM1LKRRSg0y58yXG9GdSLpmY6-tyBrUzSglhmlBqwkxEk84fzpsukRIxZ65Q-WsXDueKeSLjge8163-8O8LuZETKHY-83Uh_FhqbKB9MnLSykHdacR9I6qE7drVmbEZyvwDdka21iTUI6RNyz62c0PROJ5RF92asRB0LPP1x2t7Hxw&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJeX6IiP8I5DoR14DZ-5_nEq8
Udawalawe National Park,Attraction,Southern,Monaragala,Tóth Viktor,5,"Many elephants, birds of all kinds, water buffalo, field monitor(like a big lizzard), deers, animals of all kinds.
The plains where the elephants are gathering is super nice! Many safaris though.
Also some trash here and there :(",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2f980z-YXpBUglrEUCVpUEAAu_tacF-xkvzA1ugS8T766QUJbY070yNRaZiyqwbEcnEGhSbfeTtiWjNqI7TMbOOA0B5nTTC2FPB3yxBK3PRMoaDRs_neUKrEK3-9reDfmEbsn7BFpc3WehSMOi1vGcrMLcFIAdkHHILsZdcNy3Ef2j-Hq4W2ebqXMA5GEZDv281J-NOMXqqzqRNeCsPFrUfNVwAUPzKSrIbniFkux5Ph8bJ1fzmRZBqSbHFUkcXT5xholF9hBTijMCZxCHg53Qi6ThVVXANA1jTY3y75UGgIq-j4IAvk732oZE_Z-5XNF-O6_2KgmqB3GoOcAusrG1LNB8aYa_Od6KW8d5KgRWYRamxrW7DyvHR_FI45pIIjy1dXL3Is6EQhfKBfYKqnhjmfTyKNF2CUM1LKRRSg0y58yXG9GdSLpmY6-tyBrUzSglhmlBqwkxEk84fzpsukRIxZ65Q-WsXDueKeSLjge8163-8O8LuZETKHY-83Uh_FhqbKB9MnLSykHdacR9I6qE7drVmbEZyvwDdka21iTUI6RNyz62c0PROJ5RF92asRB0LPP1x2t7Hxw&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJeX6IiP8I5DoR14DZ-5_nEq8
Udawalawe National Park,Attraction,Southern,Monaragala,D B,5,"Incredible park! Lots of free elephants, some nice birds and a beautiful open space landscape. Only downside is the excessive agresivnes of the drivers and the amount of plastics near the water bodies",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2f980z-YXpBUglrEUCVpUEAAu_tacF-xkvzA1ugS8T766QUJbY070yNRaZiyqwbEcnEGhSbfeTtiWjNqI7TMbOOA0B5nTTC2FPB3yxBK3PRMoaDRs_neUKrEK3-9reDfmEbsn7BFpc3WehSMOi1vGcrMLcFIAdkHHILsZdcNy3Ef2j-Hq4W2ebqXMA5GEZDv281J-NOMXqqzqRNeCsPFrUfNVwAUPzKSrIbniFkux5Ph8bJ1fzmRZBqSbHFUkcXT5xholF9hBTijMCZxCHg53Qi6ThVVXANA1jTY3y75UGgIq-j4IAvk732oZE_Z-5XNF-O6_2KgmqB3GoOcAusrG1LNB8aYa_Od6KW8d5KgRWYRamxrW7DyvHR_FI45pIIjy1dXL3Is6EQhfKBfYKqnhjmfTyKNF2CUM1LKRRSg0y58yXG9GdSLpmY6-tyBrUzSglhmlBqwkxEk84fzpsukRIxZ65Q-WsXDueKeSLjge8163-8O8LuZETKHY-83Uh_FhqbKB9MnLSykHdacR9I6qE7drVmbEZyvwDdka21iTUI6RNyz62c0PROJ5RF92asRB0LPP1x2t7Hxw&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJeX6IiP8I5DoR14DZ-5_nEq8
Weligama Bay,Attraction,Southern,Matara,Linda Berlitz,5,"I honestly had one of the best weeks ever here at The Surfer Camp. The staff are all super friendly, attentive, and helpful, the food is really delicious, and every evening there are well-organized activities like karaoke, beer pong, or parties. If you seriously want to learn how to surf, you should definitely come here. The groups are very small, with a maximum of five people, so you can work closely with the surf instructor. The video analysis sessions every evening are great for spotting and improving your mistakes. They really try to bring out the best in you when it comes to surfing. I can only recommend it and would come back in a heartbeat.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fTuXHGI_3Bz6vTMZmNz6QgjMIk_EyqF0sFd6XlRPGiNIsmrETMxV-jiHi4jnPZ1eG3h0VpZ6r1KlQ5e-HFyFXVO1YHZdeRRcS8rRVzXvyOkRSPxOaxmCAfF0n1giggI0o_K4tfn6wpvY7BTXMbmWPVV7t2x0n9bzaaTjVs73R4UoYS5TUQChYwoFlkzuKrbtyUbgSBc3DHMmgCFwTEIq31CgEcT-DGLgnGO0FiDc52IzZ3r2UE6sr9wt2Iv95ISFQ32fjr-GRIIladykukhrTnNqU7OGNMLGyuk_Db9R0jaPHCUw8&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJ8T3AnVsV4ToR7E40Lk095b8
Weligama Bay,Attraction,Southern,Matara,Jahaan Kajee,5,"I decided to try surfing for the first time in Sri Lanka. It was important to me to find a place that was focused on the teaching and that was locally owned. The surfer was everything and more.

By sheer chance I managed to get promoted from beginner to the next level, and every instructor I had through out the 6 days I spent here was patient, educational and able to really help me understand the best way for me to improve.

By the end of my time I was able to catch angle the board and ride the wave all by myself! With some guidance from Sohan of course (who did an amazing job of keeping me calm when I felt frustrated)

A massive thank you to the whole team, especially Sohan, Nadiw, and Bunny for getting me to that point.

I’ll definitely be back!",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fTuXHGI_3Bz6vTMZmNz6QgjMIk_EyqF0sFd6XlRPGiNIsmrETMxV-jiHi4jnPZ1eG3h0VpZ6r1KlQ5e-HFyFXVO1YHZdeRRcS8rRVzXvyOkRSPxOaxmCAfF0n1giggI0o_K4tfn6wpvY7BTXMbmWPVV7t2x0n9bzaaTjVs73R4UoYS5TUQChYwoFlkzuKrbtyUbgSBc3DHMmgCFwTEIq31CgEcT-DGLgnGO0FiDc52IzZ3r2UE6sr9wt2Iv95ISFQ32fjr-GRIIladykukhrTnNqU7OGNMLGyuk_Db9R0jaPHCUw8&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJ8T3AnVsV4ToR7E40Lk095b8
Weligama Bay,Attraction,Southern,Matara,nafeesa jooma,5,"A Perfect Surf Retreat with a Family Feel 🌊🏄‍♀️

From the moment I arrived, I felt completely welcomed — like part of a big surf family. The vibe at the camp is warm, genuine, and full of good energy. The team is incredibly experienced and knowledgeable, always making sure you feel safe and supported in the water, no matter your skill level.

Shout out to Nadiw, Mara, Chuety and Tonic for making everyday an adventure, teaching me so much and making me feel safe while challenging myself! Incredible people and incredible teachers.

The food was an absolute highlight — gourmet-quality meals made with so much care and creativity. Every dish was fresh, flavorful, and beautifully presented.

The accommodation was also extremely comfortable, with every detail thoughtfully taken care of to make you feel at home. Whether you’re here to learn, improve your surfing, or just relax and soak up the atmosphere, this place truly has it all.

Highly recommend — I left feeling both recharged and inspired!",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fTuXHGI_3Bz6vTMZmNz6QgjMIk_EyqF0sFd6XlRPGiNIsmrETMxV-jiHi4jnPZ1eG3h0VpZ6r1KlQ5e-HFyFXVO1YHZdeRRcS8rRVzXvyOkRSPxOaxmCAfF0n1giggI0o_K4tfn6wpvY7BTXMbmWPVV7t2x0n9bzaaTjVs73R4UoYS5TUQChYwoFlkzuKrbtyUbgSBc3DHMmgCFwTEIq31CgEcT-DGLgnGO0FiDc52IzZ3r2UE6sr9wt2Iv95ISFQ32fjr-GRIIladykukhrTnNqU7OGNMLGyuk_Db9R0jaPHCUw8&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJ8T3AnVsV4ToR7E40Lk095b8
Weligama Bay,Attraction,Southern,Matara,Aniello Cerbone,5,"had an amazing time at The Surfers! The camp has such a relaxed and friendly vibe, you feel welcome from the very first day. The volunteers do an awesome job and really make sure everyone feels comfortable and included. The surf instructors are top-notch, super skilled, patient, and passionate about what they do. I learned a lot in a short time and had so much fun in every session. Definitely recommend this place to anyone who wants to learn surfing or just enjoy good vibes by the ocean!",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fTuXHGI_3Bz6vTMZmNz6QgjMIk_EyqF0sFd6XlRPGiNIsmrETMxV-jiHi4jnPZ1eG3h0VpZ6r1KlQ5e-HFyFXVO1YHZdeRRcS8rRVzXvyOkRSPxOaxmCAfF0n1giggI0o_K4tfn6wpvY7BTXMbmWPVV7t2x0n9bzaaTjVs73R4UoYS5TUQChYwoFlkzuKrbtyUbgSBc3DHMmgCFwTEIq31CgEcT-DGLgnGO0FiDc52IzZ3r2UE6sr9wt2Iv95ISFQ32fjr-GRIIladykukhrTnNqU7OGNMLGyuk_Db9R0jaPHCUw8&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJ8T3AnVsV4ToR7E40Lk095b8
Weligama Bay,Attraction,Southern,Matara,Irina Ginatulina,5,"That’s not my first time in Surfer and for sure not the last one! I like community gatherings, surfing lessons, coaches, food, accommodation, everything is well organised. The only thing is it is better to visit Sri Lanka not in October but later:",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fTuXHGI_3Bz6vTMZmNz6QgjMIk_EyqF0sFd6XlRPGiNIsmrETMxV-jiHi4jnPZ1eG3h0VpZ6r1KlQ5e-HFyFXVO1YHZdeRRcS8rRVzXvyOkRSPxOaxmCAfF0n1giggI0o_K4tfn6wpvY7BTXMbmWPVV7t2x0n9bzaaTjVs73R4UoYS5TUQChYwoFlkzuKrbtyUbgSBc3DHMmgCFwTEIq31CgEcT-DGLgnGO0FiDc52IzZ3r2UE6sr9wt2Iv95ISFQ32fjr-GRIIladykukhrTnNqU7OGNMLGyuk_Db9R0jaPHCUw8&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJ8T3AnVsV4ToR7E40Lk095b8
Matara Paravi Duwa Temple,Attraction,Southern,Matara,Senarath Angammana,5,"Peaceful and Scenic – Parewi Duwa Temple, Matara

Parewi Duwa Temple in Matara is a beautiful and serene Buddhist temple uniquely located on a small island connected to the mainland by a footbridge. The temple offers a peaceful atmosphere perfect for meditation and reflection, with stunning views of the Indian Ocean all around. Surrounded by waves and sea breeze, it’s a must-visit spiritual and cultural spot for those exploring southern Sri Lanka. The surroundings are clean and well-maintained, and the temple has historical and religious significance for Buddhists. A truly picturesque and calming place.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2cwDDWmVceG7aa4g2LrZgJ1bKVwRufzjwYaeKMDSKaANlGNs6E-RIsMJLh9LzHQkeEw1CYRp2IBT0qgwSKZUtg2exfBDF3vt5qzG2SwS5vYItvz4RKetKu08TJgd6xauc19bwTdILnUlOEvIl66qnolYPN8HTp3-ChoCFxm6R5C9GJw-W4YXdP-swTALGyuud0EsG0QUwtZH7aGo0Er3J5P-ViAVhofxMb4g1fmvwcgBJlPVkiWyfr96r2DM6itJfqYDJnrZEKgnxuaJEf9X30hL5EQx4P7x1o0d-jeNPZL-zvqgOL7R0Qz-Y86cTpttDL3-h8OrKKVs49_14ssw9X3f6uXSyrPueeVcPl3e-OHKdEDw5Lr0WNPUT1FziZflZ4ei8y4LKorQsm0lPu4SF9YqzdEKYQ6iSWdr2R7zisXhEJO4_DFCEjMdkUPHnnvjEWl1FJijx6PXF7fZ0BSaKTLNknvddu1x15Ukzkm_mrP8PZT7DZmuo1WSVT1VX2p8RvsZC63zJhxQEjJm3_MXA36adqRBaCjMNiqGduS5HTFVV9HNeAMYNLTZfxd_654Am734d0f&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJeZht1is54ToRiwGVI5Dx78Q
Matara Paravi Duwa Temple,Attraction,Southern,Matara,Adrian Corera,4,"Parewi Duwa Viharaya covers the entirety of the Parewi Dupatha (meaning Pigeon Island), a tiny islet off the coast of Matara in the south of Sri Lanka. This islet is connected to the mainland by a pedestrian bridge.
The stupa atop the temple is very striking with a golden casket and colourfully painted walls and roof.
The view from the top is exhilarating.
The temple sadly needs better maintenance and housekeeping.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2cwDDWmVceG7aa4g2LrZgJ1bKVwRufzjwYaeKMDSKaANlGNs6E-RIsMJLh9LzHQkeEw1CYRp2IBT0qgwSKZUtg2exfBDF3vt5qzG2SwS5vYItvz4RKetKu08TJgd6xauc19bwTdILnUlOEvIl66qnolYPN8HTp3-ChoCFxm6R5C9GJw-W4YXdP-swTALGyuud0EsG0QUwtZH7aGo0Er3J5P-ViAVhofxMb4g1fmvwcgBJlPVkiWyfr96r2DM6itJfqYDJnrZEKgnxuaJEf9X30hL5EQx4P7x1o0d-jeNPZL-zvqgOL7R0Qz-Y86cTpttDL3-h8OrKKVs49_14ssw9X3f6uXSyrPueeVcPl3e-OHKdEDw5Lr0WNPUT1FziZflZ4ei8y4LKorQsm0lPu4SF9YqzdEKYQ6iSWdr2R7zisXhEJO4_DFCEjMdkUPHnnvjEWl1FJijx6PXF7fZ0BSaKTLNknvddu1x15Ukzkm_mrP8PZT7DZmuo1WSVT1VX2p8RvsZC63zJhxQEjJm3_MXA36adqRBaCjMNiqGduS5HTFVV9HNeAMYNLTZfxd_654Am734d0f&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJeZht1is54ToRiwGVI5Dx78Q
Matara Paravi Duwa Temple,Attraction,Southern,Matara,Nipunika Karunarathne,5,"The Matara Paravi Duwa Temple, also known as Uposathaghara Raja Maha Viharaya, is a serene Buddhist temple situated on Pigeon Island, just off the coast of Matara in southern Sri Lanka. Connected to the mainland by a pedestrian bridge, the temple offers visitors a tranquil escape amidst the bustling city.

This temple, though not ancient, holds significant cultural and spiritual value. It was established to serve as a place of Buddhist worship and has become a symbol of resilience, especially after undergoing restorations following the 2004 tsunami. The temple's location on an island provides a peaceful environment ideal for meditation and reflection.

Visitors are greeted by a golden Buddha statue and can explore the temple's sacred halls, which are adorned with various Buddhist artifacts. The temple's unique setting, surrounded by the Indian Ocean, offers panoramic views and a sense of spiritual fulfillment to all who visit.

Access to the temple is free, and it's open to all visitors. However, it's important to dress modestly and remove footwear before entering the temple premises, respecting the local customs and religious practices.
Sri Lanka Travel Pages

Whether you're a pilgrim seeking peace or a traveler looking for a unique cultural experience, the Matara Paravi Duwa Temple offers a harmonious blend of spirituality, history, and natural beauty.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2cwDDWmVceG7aa4g2LrZgJ1bKVwRufzjwYaeKMDSKaANlGNs6E-RIsMJLh9LzHQkeEw1CYRp2IBT0qgwSKZUtg2exfBDF3vt5qzG2SwS5vYItvz4RKetKu08TJgd6xauc19bwTdILnUlOEvIl66qnolYPN8HTp3-ChoCFxm6R5C9GJw-W4YXdP-swTALGyuud0EsG0QUwtZH7aGo0Er3J5P-ViAVhofxMb4g1fmvwcgBJlPVkiWyfr96r2DM6itJfqYDJnrZEKgnxuaJEf9X30hL5EQx4P7x1o0d-jeNPZL-zvqgOL7R0Qz-Y86cTpttDL3-h8OrKKVs49_14ssw9X3f6uXSyrPueeVcPl3e-OHKdEDw5Lr0WNPUT1FziZflZ4ei8y4LKorQsm0lPu4SF9YqzdEKYQ6iSWdr2R7zisXhEJO4_DFCEjMdkUPHnnvjEWl1FJijx6PXF7fZ0BSaKTLNknvddu1x15Ukzkm_mrP8PZT7DZmuo1WSVT1VX2p8RvsZC63zJhxQEjJm3_MXA36adqRBaCjMNiqGduS5HTFVV9HNeAMYNLTZfxd_654Am734d0f&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJeZht1is54ToRiwGVI5Dx78Q
Matara Paravi Duwa Temple,Attraction,Southern,Matara,D B,1,"Ugly, badly maintained , looks more like an abandoned site than a real temple. There is a compulsory donation fee to enter, and a surf water pond with green water full of mosquitoes  to make it feel less appealing. The view from a distant is more than enough",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2cwDDWmVceG7aa4g2LrZgJ1bKVwRufzjwYaeKMDSKaANlGNs6E-RIsMJLh9LzHQkeEw1CYRp2IBT0qgwSKZUtg2exfBDF3vt5qzG2SwS5vYItvz4RKetKu08TJgd6xauc19bwTdILnUlOEvIl66qnolYPN8HTp3-ChoCFxm6R5C9GJw-W4YXdP-swTALGyuud0EsG0QUwtZH7aGo0Er3J5P-ViAVhofxMb4g1fmvwcgBJlPVkiWyfr96r2DM6itJfqYDJnrZEKgnxuaJEf9X30hL5EQx4P7x1o0d-jeNPZL-zvqgOL7R0Qz-Y86cTpttDL3-h8OrKKVs49_14ssw9X3f6uXSyrPueeVcPl3e-OHKdEDw5Lr0WNPUT1FziZflZ4ei8y4LKorQsm0lPu4SF9YqzdEKYQ6iSWdr2R7zisXhEJO4_DFCEjMdkUPHnnvjEWl1FJijx6PXF7fZ0BSaKTLNknvddu1x15Ukzkm_mrP8PZT7DZmuo1WSVT1VX2p8RvsZC63zJhxQEjJm3_MXA36adqRBaCjMNiqGduS5HTFVV9HNeAMYNLTZfxd_654Am734d0f&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJeZht1is54ToRiwGVI5Dx78Q
Matara Paravi Duwa Temple,Attraction,Southern,Matara,Ashen Jayasooriya,4,Peaceful and beautiful place in the middle of the sea. Easy to reach by bridge. Perfect spot to relax and worship. Must-visit in Matara.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2cwDDWmVceG7aa4g2LrZgJ1bKVwRufzjwYaeKMDSKaANlGNs6E-RIsMJLh9LzHQkeEw1CYRp2IBT0qgwSKZUtg2exfBDF3vt5qzG2SwS5vYItvz4RKetKu08TJgd6xauc19bwTdILnUlOEvIl66qnolYPN8HTp3-ChoCFxm6R5C9GJw-W4YXdP-swTALGyuud0EsG0QUwtZH7aGo0Er3J5P-ViAVhofxMb4g1fmvwcgBJlPVkiWyfr96r2DM6itJfqYDJnrZEKgnxuaJEf9X30hL5EQx4P7x1o0d-jeNPZL-zvqgOL7R0Qz-Y86cTpttDL3-h8OrKKVs49_14ssw9X3f6uXSyrPueeVcPl3e-OHKdEDw5Lr0WNPUT1FziZflZ4ei8y4LKorQsm0lPu4SF9YqzdEKYQ6iSWdr2R7zisXhEJO4_DFCEjMdkUPHnnvjEWl1FJijx6PXF7fZ0BSaKTLNknvddu1x15Ukzkm_mrP8PZT7DZmuo1WSVT1VX2p8RvsZC63zJhxQEjJm3_MXA36adqRBaCjMNiqGduS5HTFVV9HNeAMYNLTZfxd_654Am734d0f&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJeZht1is54ToRiwGVI5Dx78Q
Tangalle Beach,Attraction,Southern,Hambantota,Hay Retona,4,"It's okay.
Strong wind cause strong waves.
Bit of wild beach suits for surfing not for child playing.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2coUiVL64ydH_f1SMHvsrryRnad6yeIzQ5phH0JeMdmugjNeuoNgvddm1WSh4Ju6LMToe_5x3pc83LVCRQrOfy3gsHr8t5tJ1vJdsQyBLxqqCMBB7mUNNjbHTLqDTHfYZBfIsehe2E-xzpKiiGUJ3hokNzDAdTZTiHoXg8LVasnIS8HoLcbU8EBZMpPeX5G9eH66RF0wAlDKOX1ItnD2QYFrjuSmGLp__u257bMbVTa4UAKecS7O8oRHEFEpaVridSxAYDZTb_-SPPVQG0FkwuizpO9bbHs1yFUOfv3dqqMikEj4zC3BPS3vKGr5bj_5V57c291-digI895oPxicjUyLl5Nl5yDl41fRIasW34eegt_hl3_IeTwP6JEOijgsmvqcoLRzcXojv-szcewB9eCEg-FUDDuUMXFakiyGtDfUqYuDZ50DXWVbOZZ5GYBO731sBrqTt_xNmKlemyDPxv8xB4QBjRyuU_2Tvl9IiRPvpfK3fvt6o7SnbGqsQUZ1A2WXO5YuyuZfxFTNhynIKIEBqYbIQJSxUaWJteCNl_ebiky4ZGrX7Mrslj6y9c5eA5Z5X5Y&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJ3UFkPNBK4ToRntXaocG3jMI
